        Time         x1          y1          z1          x2          y2          z2          x3          y3          z3          x4          y4          z4          x5          y5          z5          x6          y6          z6          x7          y7          z7          x8          y8          z8          x9          y9          z9         x10         y10         z10         x11         y11         z11         x12         y12         z12         x13         y13         z13         x14         y14         z14         x15         y15         z15         x16         y16         z16         x17         y17         z17         x18         y18         z18         x19         y19         z19         x20         y20         z20         x21         y21         z21         x22         y22         z22         x23         y23         z23         x24         y24         z24         x25         y25         z25 
        0.21  9.0867E-01 -3.2860E-01 -2.8841E-01 -9.6168E-01 -2.2481E-02  3.3066E-01 -2.3564E-01  6.3290E-02 -5.3498E-01  6.8155E-01 -6.8481E-01 -6.0205E-01 -6.4554E-01  4.4148E-01 -2.2570E-01  1.9105E-01  3.1021E-02 -2.8985E-02 -1.4795E-01  5.0685E-02 -7.2849E-01 -1.4344E-01 -9.3015E-01 -5.8560E-01 -4.4754E-02 -6.8522E-01  3.3047E-01 -6.6260E-02  8.2476E-01 -7.5259E-01 -2.3646E-01  7.1986E-02 -1.0148E-01 -8.3820E-01  4.0191E-02 -7.9417E-01  1.1903E-01 -6.5336E-01  4.4624E-01 -1.2964E-01  6.0113E-01 -3.0837E-01  1.9001E-01 -1.1168E+00  3.6082E-01 -8.6070E-01  4.9317E-02  3.2897E-01 -3.6914E-01  5.5553E-01 -4.6267E-01 -2.0039E-01  3.6618E-01 -4.8602E-02 -4.7062E-01 -5.4582E-01 -3.8290E-01  4.8629E-04 -8.1308E-01  6.5350E-01 -1.2854E-01  5.5344E-01 -3.4750E-01 -7.0017E-01  1.1216E-01 -6.7600E-01 -2.4743E-01 -6.5801E-01  4.5341E-01 -4.6305E-01 -7.1081E-01  3.6073E-01 -4.4276E-01 -5.9935E-01  5.4922E-01
        0.22  9.1729E-01 -3.3038E-01 -2.8694E-01 -9.6719E-01 -1.7781E-02  3.2324E-01 -2.4227E-01  6.4425E-02 -5.2473E-01  6.7145E-01 -6.8315E-01 -6.0251E-01 -6.4893E-01  4.4031E-01 -2.3462E-01  1.8781E-01  2.7218E-02 -2.1092E-02 -1.4558E-01  3.9172E-02 -7.2886E-01 -1.3863E-01 -9.2727E-01 -5.7650E-01 -5.5176E-02 -6.9201E-01  3.2757E-01 -6.3360E-02  8.2623E-01 -7.5474E-01 -2.2824E-01  7.8911E-02 -9.5805E-02 -8.3793E-01  3.0568E-02 -7.9343E-01  1.2095E-01 -6.5463E-01  4.5395E-01 -1.4435E-01  6.0679E-01 -3.1107E-01  1.8639E-01 -1.1221E+00  3.5579E-01 -8.5792E-01  5.0759E-02  3.2343E-01 -3.7106E-01  5.5515E-01 -4.6014E-01 -2.0248E-01  3.5906E-01 -5.0906E-02 -4.6238E-01 -5.5319E-01 -3.8400E-01  4.3663E-03 -8.1169E-01  6.5347E-01 -1.3332E-01  5.5972E-01 -3.3964E-01 -7.0457E-01  1.1564E-01 -6.7025E-01 -2.4401E-01 -6.6322E-01  4.5614E-01 -4.5775E-01 -7.1191E-01  3.5337E-01 -4.4018E-01 -6.0113E-01  5.5624E-01
        0.23  9.2586E-01 -3.3216E-01 -2.8548E-01 -9.7243E-01 -1.2942E-02  3.1579E-01 -2.4892E-01  6.5601E-02 -5.1443E-01  6.6132E-01 -6.8147E-01 -6.0295E-01 -6.5222E-01  4.3908E-01 -2.4355E-01  1.8447E-01  2.3440E-02 -1.3241E-02 -1.4333E-01  2.7704E-02 -7.2900E-01 -1.3383E-01 -9.2434E-01 -5.6737E-01 -6.5667E-02 -6.9878E-01  3.2471E-01 -6.0486E-02  8.2762E-01 -7.5683E-01 -2.2002E-01  8.5946E-02 -9.0187E-02 -8.3748E-01  2.1034E-02 -7.9252E-01  1.2278E-01 -6.5592E-01  4.6165E-01 -1.5867E-01  6.1056E-01 -3.1480E-01  1.8274E-01 -1.1273E+00  3.5075E-01 -8.5514E-01  5.2166E-02  3.1784E-01 -3.7285E-01  5.5468E-01 -4.5750E-01 -2.0459E-01  3.5185E-01 -5.3335E-02 -4.5411E-01 -5.6050E-01 -3.8507E-01  8.2112E-03 -8.1026E-01  6.5337E-01 -1.3841E-01  5.6694E-01 -3.3113E-01 -7.0895E-01  1.1908E-01 -6.6450E-01 -2.4066E-01 -6.6843E-01  4.5880E-01 -4.5238E-01 -7.1295E-01  3.4602E-01 -4.3755E-01 -6.0295E-01  5.6309E-01
        0.24  9.3439E-01 -3.3394E-01 -2.8403E-01 -9.7740E-01 -7.9860E-03  3.0830E-01 -2.5558E-01  6.6820E-02 -5.0408E-01  6.5117E-01 -6.7975E-01 -6.0337E-01 -6.5541E-01  4.3779E-01 -2.5250E-01  1.8100E-01  1.9690E-02 -5.4353E-03 -1.4117E-01  1.6285E-02 -7.2894E-01 -1.2902E-01 -9.2135E-01 -5.5821E-01 -7.6234E-02 -7.0552E-01  3.2189E-01 -5.7637E-02  8.2895E-01 -7.5885E-01 -2.1180E-01  9.3101E-02 -8.4629E-02 -8.3687E-01  1.1593E-02 -7.9145E-01  1.2453E-01 -6.5723E-01  4.6933E-01 -1.7197E-01  6.1198E-01 -3.1932E-01  1.7906E-01 -1.1325E+00  3.4571E-01 -8.5235E-01  5.3543E-02  3.1220E-01 -3.7452E-01  5.5411E-01 -4.5473E-01 -2.0672E-01  3.4454E-01 -5.5888E-02 -4.4582E-01 -5.6774E-01 -3.8613E-01  1.2020E-02 -8.0879E-01  6.5320E-01 -1.4417E-01  5.7535E-01 -3.2210E-01 -7.1333E-01  1.2248E-01 -6.5876E-01 -2.3739E-01 -6.7363E-01  4.6139E-01 -4.4695E-01 -7.1394E-01  3.3869E-01 -4.3486E-01 -6.0482E-01  5.6978E-01
        0.25  9.4286E-01 -3.3571E-01 -2.8258E-01 -9.8213E-01 -2.9307E-03  3.0077E-01 -2.6225E-01  6.8081E-02 -4.9366E-01  6.4099E-01 -6.7801E-01 -6.0376E-01 -6.5848E-01  4.3643E-01 -2.6148E-01  1.7743E-01  1.5969E-02  2.3251E-03 -1.3910E-01  4.9195E-03 -7.2870E-01 -1.2423E-01 -9.1831E-01 -5.4902E-01 -8.6879E-02 -7.1222E-01  3.1911E-01 -5.4815E-02  8.3020E-01 -7.6080E-01 -2.0359E-01  1.0039E-01 -7.9132E-02 -8.3611E-01  2.2497E-03 -7.9024E-01  1.2618E-01 -6.5855E-01  4.7701E-01 -1.8339E-01  6.1082E-01 -3.2396E-01  1.7534E-01 -1.1376E+00  3.4067E-01 -8.4956E-01  5.4896E-02  3.0651E-01 -3.7606E-01  5.5345E-01 -4.5183E-01 -2.0886E-01  3.3710E-01 -5.8562E-02 -4.3751E-01 -5.7491E-01 -3.8716E-01  1.5792E-02 -8.0728E-01  6.5295E-01 -1.5111E-01  5.8509E-01 -3.1295E-01 -7.1768E-01  1.2584E-01 -6.5301E-01 -2.3419E-01 -6.7884E-01  4.6391E-01 -4.4145E-01 -7.1488E-01  3.3138E-01 -4.3210E-01 -6.0672E-01  5.7632E-01
        0.26  9.5129E-01 -3.3749E-01 -2.8113E-01 -9.8661E-01  2.2082E-03  2.9322E-01 -2.6893E-01  6.9386E-02 -4.8317E-01  6.3077E-01 -6.7623E-01 -6.0413E-01 -6.6146E-01  4.3501E-01 -2.7047E-01  1.7373E-01  1.2278E-02  1.0038E-02 -1.3712E-01 -6.3928E-03 -7.2828E-01 -1.1943E-01 -9.1522E-01 -5.3981E-01 -9.7608E-02 -7.1889E-01  3.1637E-01 -5.2021E-02  8.3139E-01 -7.6269E-01 -1.9538E-01  1.0782E-01 -7.3699E-02 -8.3521E-01 -6.9944E-03 -7.8888E-01  1.2775E-01 -6.5989E-01  4.8468E-01 -1.9212E-01  6.0741E-01 -3.2761E-01  1.7160E-01 -1.1427E+00  3.3562E-01 -8.4675E-01  5.6228E-02  3.0077E-01 -3.7748E-01  5.5271E-01 -4.4880E-01 -2.1101E-01  3.2952E-01 -6.1353E-02 -4.2917E-01 -5.8202E-01 -3.8818E-01  1.9527E-02 -8.0573E-01  6.5263E-01 -1.5970E-01  5.9598E-01 -3.0434E-01 -7.2199E-01  1.2915E-01 -6.4725E-01 -2.3105E-01 -6.8404E-01  4.6635E-01 -4.3589E-01 -7.1577E-01  3.2408E-01 -4.2929E-01 -6.0865E-01  5.8271E-01
        0.27  9.5967E-01 -3.3926E-01 -2.7969E-01 -9.9086E-01  7.4176E-03  2.8564E-01 -2.7563E-01  7.0737E-02 -4.7262E-01  6.2053E-01 -6.7443E-01 -6.0447E-01 -6.6432E-01  4.3352E-01 -2.7947E-01  1.6992E-01  8.6198E-03  1.7703E-02 -1.3522E-01 -1.7651E-02 -7.2771E-01 -1.1465E-01 -9.1208E-01 -5.3057E-01 -1.0842E-01 -7.2552E-01  3.1368E-01 -4.9256E-02  8.3251E-01 -7.6452E-01 -1.8719E-01  1.1542E-01 -6.8333E-02 -8.3418E-01 -1.6138E-02 -7.8737E-01  1.2923E-01 -6.6125E-01  4.9234E-01 -1.9793E-01  6.0282E-01 -3.2912E-01  1.6783E-01 -1.1477E+00  3.3057E-01 -8.4393E-01  5.7542E-02  2.9497E-01 -3.7876E-01  5.5189E-01 -4.4563E-01 -2.1317E-01  3.2177E-01 -6.4256E-02 -4.2081E-01 -5.8907E-01 -3.8917E-01  2.3224E-02 -8.0415E-01  6.5224E-01 -1.7007E-01  6.0735E-01 -2.9695E-01 -7.2627E-01  1.3243E-01 -6.4148E-01 -2.2797E-01 -6.8923E-01  4.6871E-01 -4.3026E-01 -7.1662E-01  3.1679E-01 -4.2642E-01 -6.1061E-01  5.8897E-01
        0.28  9.6800E-01 -3.4103E-01 -2.7824E-01 -9.9489E-01  1.2686E-02  2.7803E-01 -2.8233E-01  7.2136E-02 -4.6199E-01  6.1027E-01 -6.7260E-01 -6.0479E-01 -6.6707E-01  4.3197E-01 -2.8850E-01  1.6599E-01  4.9953E-03  2.5318E-02 -1.3340E-01 -2.8856E-02 -7.2699E-01 -1.0987E-01 -9.0889E-01 -5.2131E-01 -1.1933E-01 -7.3211E-01  3.1104E-01 -4.6518E-02  8.3357E-01 -7.6628E-01 -1.7904E-01  1.2320E-01 -6.3038E-02 -8.3303E-01 -2.5183E-02 -7.8574E-01  1.3062E-01 -6.6264E-01  5.0001E-01 -2.0141E-01  5.9847E-01 -3.2792E-01  1.6402E-01 -1.1526E+00  3.2551E-01 -8.4110E-01  5.8843E-02  2.8912E-01 -3.7991E-01  5.5100E-01 -4.4231E-01 -2.1532E-01  3.1385E-01 -6.7263E-02 -4.1242E-01 -5.9606E-01 -3.9014E-01  2.6883E-02 -8.0253E-01  6.5178E-01 -1.8187E-01  6.1840E-01 -2.9113E-01 -7.3051E-01  1.3566E-01 -6.3569E-01 -2.2495E-01 -6.9441E-01  4.7098E-01 -4.2457E-01 -7.1741E-01  3.0951E-01 -4.2350E-01 -6.1258E-01  5.9509E-01
        0.29  9.7628E-01 -3.4280E-01 -2.7681E-01 -9.9870E-01  1.8005E-02  2.7039E-01 -2.8905E-01  7.3585E-02 -4.5129E-01  5.9997E-01 -6.7074E-01 -6.0509E-01 -6.6972E-01  4.3035E-01 -2.9754E-01  1.6193E-01  1.4072E-03  3.2881E-02 -1.3165E-01 -4.0008E-02 -7.2614E-01 -1.0510E-01 -9.0564E-01 -5.1201E-01 -1.3033E-01 -7.3865E-01  3.0846E-01 -4.3811E-02  8.3456E-01 -7.6797E-01 -1.7094E-01  1.3118E-01 -5.7822E-02 -8.3178E-01 -3.4128E-02 -7.8397E-01  1.3191E-01 -6.6406E-01  5.0767E-01 -2.0359E-01  5.9528E-01 -3.2422E-01  1.6019E-01 -1.1575E+00  3.2045E-01 -8.3825E-01  6.0133E-02  2.8321E-01 -3.8093E-01  5.5003E-01 -4.3884E-01 -2.1744E-01  3.0570E-01 -7.0363E-02 -4.0401E-01 -6.0299E-01 -3.9109E-01  3.0502E-02 -8.0087E-01  6.5124E-01 -1.9450E-01  6.2855E-01 -2.8674E-01 -7.3469E-01  1.3885E-01 -6.2988E-01 -2.2197E-01 -6.9958E-01  4.7317E-01 -4.1883E-01 -7.1817E-01  3.0225E-01 -4.2051E-01 -6.1458E-01  6.0109E-01
        0.30  9.8452E-01 -3.4457E-01 -2.7537E-01 -1.0023E+00  2.3364E-02  2.6272E-01 -2.9577E-01  7.5086E-02 -4.4052E-01  5.8965E-01 -6.6885E-01 -6.0536E-01 -6.7227E-01  4.2865E-01 -3.0659E-01  1.5775E-01 -2.1421E-03  4.0391E-02 -1.2997E-01 -5.1107E-02 -7.2516E-01 -1.0034E-01 -9.0233E-01 -5.0269E-01 -1.4144E-01 -7.4515E-01  3.0593E-01 -4.1133E-02  8.3549E-01 -7.6961E-01 -1.6292E-01  1.3938E-01 -5.2696E-02 -8.3043E-01 -4.2977E-02 -7.8209E-01  1.3311E-01 -6.6551E-01  5.1533E-01 -2.0530E-01  5.9364E-01 -3.1859E-01  1.5633E-01 -1.1624E+00  3.1538E-01 -8.3537E-01  6.1414E-02  2.7725E-01 -3.8182E-01  5.4899E-01 -4.3521E-01 -2.1952E-01  2.9732E-01 -7.3542E-02 -3.9558E-01 -6.0986E-01 -3.9202E-01  3.4083E-02 -7.9917E-01  6.5063E-01 -2.0744E-01  6.3760E-01 -2.8347E-01 -7.3882E-01  1.4201E-01 -6.2405E-01 -2.1903E-01 -7.0473E-01  4.7526E-01 -4.1302E-01 -7.1887E-01  2.9501E-01 -4.1746E-01 -6.1659E-01  6.0697E-01
        0.31  9.9271E-01 -3.4633E-01 -2.7393E-01 -1.0057E+00  2.8759E-02  2.5502E-01 -3.0250E-01  7.6641E-02 -4.2966E-01  5.7929E-01 -6.6693E-01 -6.0560E-01 -6.7470E-01  4.2689E-01 -3.1566E-01  1.5345E-01 -5.6498E-03  4.7845E-02 -1.2835E-01 -6.2156E-02 -7.2406E-01 -9.5587E-02 -8.9897E-01 -4.9334E-01 -1.5264E-01 -7.5158E-01  3.0345E-01 -3.8485E-02  8.3636E-01 -7.7118E-01 -1.5501E-01  1.4783E-01 -4.7676E-02 -8.2898E-01 -5.1731E-02 -7.8009E-01  1.3421E-01 -6.6699E-01  5.2300E-01 -2.0711E-01  5.9350E-01 -3.1160E-01  1.5244E-01 -1.1672E+00  3.1031E-01 -8.3247E-01  6.2689E-02  2.7123E-01 -3.8257E-01  5.4789E-01 -4.3143E-01 -2.2152E-01  2.8866E-01 -7.6780E-02 -3.8713E-01 -6.1667E-01 -3.9292E-01  3.7624E-02 -7.9743E-01  6.4994E-01 -2.2038E-01  6.4555E-01 -2.8096E-01 -7.4289E-01  1.4514E-01 -6.1818E-01 -2.1613E-01 -7.0988E-01  4.7726E-01 -4.0715E-01 -7.1954E-01  2.8777E-01 -4.1436E-01 -6.1862E-01  6.1273E-01
        0.32  1.0009E+00 -3.4809E-01 -2.7250E-01 -1.0089E+00  3.4181E-02  2.4730E-01 -3.0924E-01  7.8255E-02 -4.1873E-01  5.6891E-01 -6.6499E-01 -6.0583E-01 -6.7703E-01  4.2506E-01 -3.2474E-01  1.4903E-01 -9.1133E-03  5.5243E-02 -1.2679E-01 -7.3156E-02 -7.2285E-01 -9.0843E-02 -8.9556E-01 -4.8396E-01 -1.6396E-01 -7.5796E-01  3.0103E-01 -3.5867E-02  8.3717E-01 -7.7270E-01 -1.4725E-01  1.5655E-01 -4.2783E-02 -8.2745E-01 -6.0392E-02 -7.7797E-01  1.3522E-01 -6.6852E-01  5.3068E-01 -2.0931E-01  5.9471E-01 -3.0370E-01  1.4853E-01 -1.1719E+00  3.0524E-01 -8.2954E-01  6.3958E-02  2.6515E-01 -3.8320E-01  5.4672E-01 -4.2747E-01 -2.2341E-01  2.7971E-01 -8.0051E-02 -3.7866E-01 -6.2342E-01 -3.9380E-01  4.1126E-02 -7.9566E-01  6.4918E-01 -2.3313E-01  6.5251E-01 -2.7897E-01 -7.4689E-01  1.4824E-01 -6.1227E-01 -2.1327E-01 -7.1500E-01  4.7916E-01 -4.0122E-01 -7.2016E-01  2.8055E-01 -4.1120E-01 -6.2065E-01  6.1837E-01
        0.33  1.0090E+00 -3.4985E-01 -2.7107E-01 -1.0120E+00  3.9628E-02  2.3955E-01 -3.1598E-01  7.9928E-02 -4.0771E-01  5.5849E-01 -6.6302E-01 -6.0602E-01 -6.7926E-01  4.2315E-01 -3.3383E-01  1.4448E-01 -1.2530E-02  6.2581E-02 -1.2528E-01 -8.4107E-02 -7.2152E-01 -8.6111E-02 -8.9209E-01 -4.7456E-01 -1.7540E-01 -7.6427E-01  2.9865E-01 -3.3280E-02  8.3792E-01 -7.7415E-01 -1.3968E-01  1.6553E-01 -3.8046E-02 -8.2584E-01 -6.8963E-02 -7.7575E-01  1.3611E-01 -6.7010E-01  5.3836E-01 -2.1207E-01  5.9706E-01 -2.9523E-01  1.4458E-01 -1.1766E+00  3.0016E-01 -8.2658E-01  6.5225E-02  2.5902E-01 -3.8371E-01  5.4551E-01 -4.2335E-01 -2.2513E-01  2.7044E-01 -8.3322E-02 -3.7016E-01 -6.3012E-01 -3.9465E-01  4.4589E-02 -7.9384E-01  6.4835E-01 -2.4560E-01  6.5859E-01 -2.7729E-01 -7.5082E-01  1.5131E-01 -6.0632E-01 -2.1044E-01 -7.2010E-01  4.8097E-01 -3.9523E-01 -7.2075E-01  2.7334E-01 -4.0798E-01 -6.2270E-01  6.2390E-01
        0.34  1.0170E+00 -3.5160E-01 -2.6963E-01 -1.0148E+00  4.5093E-02  2.3178E-01 -3.2271E-01  8.1665E-02 -3.9661E-01  5.4804E-01 -6.6102E-01 -6.0619E-01 -6.8138E-01  4.2117E-01 -3.4294E-01  1.3981E-01 -1.5896E-02  6.9859E-02 -1.2383E-01 -9.5011E-02 -7.2010E-01 -8.1389E-02 -8.8856E-01 -4.6512E-01 -1.8697E-01 -7.7050E-01  2.9632E-01 -3.0724E-02  8.3861E-01 -7.7555E-01 -1.3237E-01  1.7478E-01 -3.3496E-02 -8.2415E-01 -7.7446E-02 -7.7342E-01  1.3690E-01 -6.7173E-01  5.4606E-01 -2.1545E-01  6.0037E-01 -2.8641E-01  1.4061E-01 -1.1812E+00  2.9507E-01 -8.2359E-01  6.6489E-02  2.5282E-01 -3.8411E-01  5.4425E-01 -4.1905E-01 -2.2664E-01  2.6087E-01 -8.6555E-02 -3.6165E-01 -6.3677E-01 -3.9548E-01  4.8012E-02 -7.9198E-01  6.4744E-01 -2.5774E-01  6.6390E-01 -2.7580E-01 -7.5469E-01  1.5437E-01 -6.0033E-01 -2.0763E-01 -7.2519E-01  4.8269E-01 -3.8918E-01 -7.2129E-01  2.6614E-01 -4.0471E-01 -6.2475E-01  6.2933E-01
        0.35  1.0250E+00 -3.5335E-01 -2.6820E-01 -1.0175E+00  5.0573E-02  2.2397E-01 -3.2945E-01  8.3467E-02 -3.8542E-01  5.3757E-01 -6.5900E-01 -6.0634E-01 -6.8340E-01  4.1910E-01 -3.5205E-01  1.3501E-01 -1.9210E-02  7.7075E-02 -1.2243E-01 -1.0587E-01 -7.1857E-01 -7.6681E-02 -8.8497E-01 -4.5566E-01 -1.9867E-01 -7.7664E-01  2.9403E-01 -2.8198E-02  8.3925E-01 -7.7689E-01 -1.2536E-01  1.8426E-01 -2.9166E-02 -8.2239E-01 -8.5844E-02 -7.7099E-01  1.3758E-01 -6.7343E-01  5.5377E-01 -2.1947E-01  6.0448E-01 -2.7742E-01  1.3662E-01 -1.1857E+00  2.8998E-01 -8.2056E-01  6.7754E-02  2.4657E-01 -3.8439E-01  5.4294E-01 -4.1458E-01 -2.2788E-01  2.5101E-01 -8.9714E-02 -3.5311E-01 -6.4336E-01 -3.9628E-01  5.1396E-02 -7.9008E-01  6.4645E-01 -2.6953E-01  6.6854E-01 -2.7440E-01 -7.5847E-01  1.5740E-01 -5.9429E-01 -2.0486E-01 -7.3025E-01  4.8432E-01 -3.8307E-01 -7.2181E-01  2.5895E-01 -4.0139E-01 -6.2681E-01  6.3465E-01
        0.36  1.0330E+00 -3.5510E-01 -2.6677E-01 -1.0201E+00  5.6065E-02  2.1614E-01 -3.3617E-01  8.5338E-02 -3.7415E-01  5.2706E-01 -6.5695E-01 -6.0646E-01 -6.8532E-01  4.1695E-01 -3.6118E-01  1.3010E-01 -2.2470E-02  8.4226E-02 -1.2108E-01 -1.1668E-01 -7.1695E-01 -7.1986E-02 -8.8133E-01 -4.4617E-01 -2.1054E-01 -7.8269E-01  2.9175E-01 -2.5704E-02  8.3983E-01 -7.7817E-01 -1.1869E-01  1.9393E-01 -2.5081E-02 -8.2057E-01 -9.4159E-02 -7.6846E-01  1.3813E-01 -6.7520E-01  5.6151E-01 -2.2415E-01  6.0926E-01 -2.6837E-01  1.3260E-01 -1.1902E+00  2.8489E-01 -8.1749E-01  6.9019E-02  2.4025E-01 -3.8456E-01  5.4161E-01 -4.0993E-01 -2.2882E-01  2.4093E-01 -9.2769E-02 -3.4455E-01 -6.4990E-01 -3.9705E-01  5.4742E-02 -7.8814E-01  6.4539E-01 -2.8096E-01  6.7259E-01 -2.7302E-01 -7.6218E-01  1.6043E-01 -5.8819E-01 -2.0210E-01 -7.3528E-01  4.8585E-01 -3.7690E-01 -7.2228E-01  2.5178E-01 -3.9801E-01 -6.2887E-01  6.3986E-01
        0.37  1.0409E+00 -3.5684E-01 -2.6534E-01 -1.0224E+00  6.1567E-02  2.0828E-01 -3.4289E-01  8.7281E-02 -3.6279E-01  5.1652E-01 -6.5487E-01 -6.0656E-01 -6.8715E-01  4.1472E-01 -3.7031E-01  1.2507E-01 -2.5672E-02  9.1312E-02 -1.1978E-01 -1.2746E-01 -7.1524E-01 -6.7306E-02 -8.7762E-01 -4.3665E-01 -2.2257E-01 -7.8861E-01  2.8949E-01 -2.3241E-02  8.4036E-01 -7.7940E-01 -1.1237E-01  2.0371E-01 -2.1257E-02 -8.1868E-01 -1.0239E-01 -7.6585E-01  1.3856E-01 -6.7705E-01  5.6927E-01 -2.2947E-01  6.1459E-01 -2.5935E-01  1.2855E-01 -1.1947E+00  2.7979E-01 -8.1439E-01  7.0285E-02  2.3388E-01 -3.8463E-01  5.4026E-01 -4.0509E-01 -2.2945E-01  2.3067E-01 -9.5704E-02 -3.3597E-01 -6.5639E-01 -3.9780E-01  5.8051E-02 -7.8615E-01  6.4425E-01 -2.9205E-01  6.7611E-01 -2.7161E-01 -7.6580E-01  1.6345E-01 -5.8203E-01 -1.9937E-01 -7.4029E-01  4.8730E-01 -3.7066E-01 -7.2273E-01  2.4461E-01 -3.9457E-01 -6.3094E-01  6.4498E-01
        0.38  1.0488E+00 -3.5858E-01 -2.6391E-01 -1.0246E+00  6.7074E-02  2.0039E-01 -3.4959E-01  8.9298E-02 -3.5133E-01  5.0594E-01 -6.5277E-01 -6.0662E-01 -6.8887E-01  4.1239E-01 -3.7945E-01  1.1992E-01 -2.8816E-02  9.8332E-02 -1.1853E-01 -1.3819E-01 -7.1343E-01 -6.2642E-02 -8.7386E-01 -4.2710E-01 -2.3479E-01 -7.9438E-01  2.8720E-01 -2.0810E-02  8.4084E-01 -7.8057E-01 -1.0641E-01  2.1354E-01 -1.7695E-02 -8.1673E-01 -1.1055E-01 -7.6314E-01  1.3885E-01 -6.7901E-01  5.7705E-01 -2.3541E-01  6.2038E-01 -2.5044E-01  1.2447E-01 -1.1990E+00  2.7468E-01 -8.1124E-01  7.1554E-02  2.2744E-01 -3.8461E-01  5.3890E-01 -4.0007E-01 -2.2977E-01  2.2032E-01 -9.8516E-02 -3.2736E-01 -6.6284E-01 -3.9852E-01  6.1323E-02 -7.8412E-01  6.4303E-01 -3.0279E-01  6.7915E-01 -2.7013E-01 -7.6934E-01  1.6646E-01 -5.7582E-01 -1.9665E-01 -7.4526E-01  4.8865E-01 -3.6435E-01 -7.2315E-01  2.3747E-01 -3.9109E-01 -6.3301E-01  6.5000E-01
        0.39  1.0566E+00 -3.6032E-01 -2.6248E-01 -1.0267E+00  7.2586E-02  1.9247E-01 -3.5627E-01  9.1392E-02 -3.3979E-01  4.9533E-01 -6.5064E-01 -6.0667E-01 -6.9051E-01  4.0998E-01 -3.8859E-01  1.1466E-01 -3.1901E-02  1.0528E-01 -1.1731E-01 -1.4888E-01 -7.1155E-01 -5.7996E-02 -8.7003E-01 -4.1753E-01 -2.4722E-01 -7.9998E-01  2.8487E-01 -1.8409E-02  8.4126E-01 -7.8169E-01 -1.0078E-01  2.2337E-01 -1.4383E-02 -8.1472E-01 -1.1863E-01 -7.6034E-01  1.3899E-01 -6.8107E-01  5.8487E-01 -2.4197E-01  6.2655E-01 -2.4170E-01  1.2037E-01 -1.2034E+00  2.6957E-01 -8.0805E-01  7.2827E-02  2.2094E-01 -3.8450E-01  5.3753E-01 -3.9486E-01 -2.2983E-01  2.0994E-01 -1.0122E-01 -3.1873E-01 -6.6923E-01 -3.9920E-01  6.4561E-02 -7.8203E-01  6.4173E-01 -3.1320E-01  6.8178E-01 -2.6855E-01 -7.7279E-01  1.6948E-01 -5.6953E-01 -1.9395E-01 -7.5021E-01  4.8993E-01 -3.5797E-01 -7.2355E-01  2.3034E-01 -3.8755E-01 -6.3509E-01  6.5492E-01
        0.40  1.0644E+00 -3.6205E-01 -2.6105E-01 -1.0286E+00  7.8101E-02  1.8452E-01 -3.6293E-01  9.3565E-02 -3.2814E-01  4.8469E-01 -6.4849E-01 -6.0668E-01 -6.9205E-01  4.0746E-01 -3.9774E-01  1.0929E-01 -3.4926E-02  1.1216E-01 -1.1614E-01 -1.5953E-01 -7.0957E-01 -5.3369E-02 -8.6614E-01 -4.0793E-01 -2.5986E-01 -8.0535E-01  2.8245E-01 -1.6040E-02  8.4163E-01 -7.8275E-01 -9.5463E-02  2.3314E-01 -1.1304E-02 -8.1265E-01 -1.2663E-01 -7.5746E-01  1.3896E-01 -6.8328E-01  5.9271E-01 -2.4912E-01  6.3303E-01 -2.3316E-01  1.1625E-01 -1.2076E+00  2.6446E-01 -8.0482E-01  7.4104E-02  2.1437E-01 -3.8432E-01  5.3617E-01 -3.8946E-01 -2.2966E-01  1.9955E-01 -1.0384E-01 -3.1007E-01 -6.7558E-01 -3.9986E-01  6.7766E-02 -7.7990E-01  6.4036E-01 -3.2328E-01  6.8402E-01 -2.6684E-01 -7.7615E-01  1.7251E-01 -5.6319E-01 -1.9125E-01 -7.5512E-01  4.9112E-01 -3.5153E-01 -7.2393E-01  2.2324E-01 -3.8396E-01 -6.3716E-01  6.5974E-01
        0.41  1.0722E+00 -3.6378E-01 -2.5962E-01 -1.0303E+00  8.3617E-02  1.7653E-01 -3.6954E-01  9.5818E-02 -3.1640E-01  4.7401E-01 -6.4631E-01 -6.0667E-01 -6.9352E-01  4.0483E-01 -4.0689E-01  1.0382E-01 -3.7891E-02  1.1898E-01 -1.1501E-01 -1.7014E-01 -7.0752E-01 -4.8762E-02 -8.6219E-01 -3.9830E-01 -2.7271E-01 -8.1045E-01  2.7990E-01 -1.3702E-02  8.4196E-01 -7.8376E-01 -9.0411E-02  2.4284E-01 -8.4343E-03 -8.1053E-01 -1.3457E-01 -7.5449E-01  1.3876E-01 -6.8564E-01  6.0059E-01 -2.5684E-01  6.3977E-01 -2.2488E-01  1.1210E-01 -1.2118E+00  2.5934E-01 -8.0153E-01  7.5387E-02  2.0774E-01 -3.8407E-01  5.3483E-01 -3.8387E-01 -2.2932E-01  1.8920E-01 -1.0640E-01 -3.0139E-01 -6.8188E-01 -4.0048E-01  7.0942E-02 -7.7771E-01  6.3891E-01 -3.3303E-01  6.8591E-01 -2.6498E-01 -7.7942E-01  1.7555E-01 -5.5676E-01 -1.8857E-01 -7.6000E-01  4.9223E-01 -3.4502E-01 -7.2431E-01  2.1616E-01 -3.8033E-01 -6.3924E-01  6.6448E-01
