        Time         x1          y1          z1          x2          y2          z2          x3          y3          z3 
       14.50  2.5442E-01  2.1475E-01  0.0000E+00  8.0038E-01 -3.3770E-01  0.0000E+00 -1.0560E+00  1.2298E-01  0.0000E+00
       14.60  1.5442E-01  1.3831E-01  0.0000E+00  8.7607E-01 -3.0766E-01  0.0000E+00 -1.0317E+00  1.6938E-01  0.0000E+00
       14.70  5.9017E-02  5.4702E-02  0.0000E+00  9.3752E-01 -2.6959E-01  0.0000E+00 -9.9775E-01  2.1492E-01  0.0000E+00
       14.80 -3.4389E-02 -3.1576E-02  0.0000E+00  9.8587E-01 -2.2687E-01  0.0000E+00 -9.5271E-01  2.5847E-01  0.0000E+00
       14.90 -1.2895E-01 -1.1633E-01  0.0000E+00  1.0227E+00 -1.8171E-01  0.0000E+00 -8.9498E-01  2.9807E-01  0.0000E+00
       15.00 -2.2750E-01 -1.9519E-01  0.0000E+00  1.0495E+00 -1.3546E-01  0.0000E+00 -8.2325E-01  3.3068E-01  0.0000E+00
       15.10 -3.3162E-01 -2.6325E-01  0.0000E+00  1.0676E+00 -8.8818E-02  0.0000E+00 -7.3721E-01  3.5210E-01  0.0000E+00
       15.20 -4.4063E-01 -3.1540E-01  0.0000E+00  1.0778E+00 -4.2090E-02  0.0000E+00 -6.3843E-01  3.5751E-01  0.0000E+00
       15.30 -5.5104E-01 -3.4753E-01  0.0000E+00  1.0807E+00  4.6330E-03  0.0000E+00 -5.3095E-01  3.4293E-01  0.0000E+00
       15.40 -6.5735E-01 -3.5827E-01  0.0000E+00  1.0765E+00  5.1355E-02  0.0000E+00 -4.2043E-01  3.0694E-01  0.0000E+00
       15.50 -7.5404E-01 -3.4958E-01  0.0000E+00  1.0649E+00  9.8074E-02  0.0000E+00 -3.1215E-01  2.5154E-01  0.0000E+00
       15.60 -8.3753E-01 -3.2578E-01  0.0000E+00  1.0453E+00  1.4467E-01  0.0000E+00 -2.0909E-01  1.8114E-01  0.0000E+00
       15.70 -9.0666E-01 -2.9162E-01  0.0000E+00  1.0167E+00  1.9077E-01  0.0000E+00 -1.1145E-01  1.0088E-01  0.0000E+00
       15.80 -9.6198E-01 -2.5111E-01  0.0000E+00  9.7794E-01  2.3557E-01  0.0000E+00 -1.7339E-02  1.5570E-02  0.0000E+00
       15.90 -1.0049E+00 -2.0709E-01  0.0000E+00  9.2731E-01  2.7761E-01  0.0000E+00  7.6192E-02 -7.0493E-02  0.0000E+00
       16.00 -1.0370E+00 -1.6134E-01  0.0000E+00  8.6334E-01  3.1446E-01  0.0000E+00  1.7226E-01 -1.5310E-01  0.0000E+00
       16.10 -1.0597E+00 -1.1486E-01  0.0000E+00  7.8506E-01  3.4254E-01  0.0000E+00  2.7323E-01 -2.2765E-01  0.0000E+00
       16.20 -1.0742E+00 -6.8162E-02  0.0000E+00  6.9291E-01  3.5725E-01  0.0000E+00  3.7980E-01 -2.8906E-01  0.0000E+00
       16.30 -1.0810E+00 -2.1438E-02  0.0000E+00  5.8957E-01  3.5395E-01  0.0000E+00  4.9000E-01 -3.3249E-01  0.0000E+00
       16.40 -1.0807E+00  2.5281E-02  0.0000E+00  4.8000E-01  3.2962E-01  0.0000E+00  5.9925E-01 -3.5487E-01  0.0000E+00
